file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1896(iou_0.00).bmp,1832,1584,143,100613,99261,1.343763
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1897(iou_0.00).bmp,1833,3679,886,121302,120369,0.769155
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1898(iou_0.00).bmp,1834,294,41,15094,15130,122212426824286208.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1899(iou_0.00).bmp,1835,596,108,29544,29320,0.758191
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1900(iou_0.00).bmp,1836,1886,174,103565,102883,0.658524
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1901(iou_0.00).bmp,1837,1690,407,69957,69836,0.172963
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1902(iou_0.00).bmp,1838,2177,182,102244,101957,0.280701
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1903(iou_0.00).bmp,1839,1359,316,49901,49624,0.555099
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1905(iou_0.00).bmp,1840,2155,133,98385,97781,0.613915
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1906(iou_0.00).bmp,1841,2430,551,147126,146752,0.254204
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1907(iou_0.00).bmp,1842,926,88,61150,60701,0.734260
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1908(iou_0.00).bmp,1843,158,25,13028,12847,1.389315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1909(iou_0.00).bmp,1844,42,8,3138,3094,1.402167
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1910(iou_0.00).bmp,1845,685,90,68499,67465,1.509511
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1911(iou_0.00).bmp,1846,1015,72,63171,63435,29201285077008384.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1912(iou_0.00).bmp,1847,1026,58,52483,52011,0.899339
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1913(iou_0.00).bmp,1848,79,11,17048,16861,1.096903
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1914(iou_0.00).bmp,1849,393,59,30275,29989,0.944674
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1915(iou_0.00).bmp,1850,766,116,80717,81310,22853604733878272.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1916(iou_0.00).bmp,1851,565,61,28781,29069,64093479130628096.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1917(iou_0.00).bmp,1852,757,87,61204,60514,1.127377
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1918(iou_0.00).bmp,1853,212,38,34273,33861,1.202112
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1919(iou_0.00).bmp,1854,2359,165,98888,98675,0.215395
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1920(iou_0.00).bmp,1855,1984,408,75500,75335,0.218543
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1921(iou_0.00).bmp,1856,860,102,53381,53267,0.213559
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1922(iou_0.00).bmp,1857,431,90,20563,20433,0.632203
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1923(iou_0.00).bmp,1858,40,12,223,219,1.793722
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1924(iou_0.00).bmp,1859,75,23,678,623,8.112094
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1926(iou_0.00).bmp,1860,533,100,35330,35226,0.294367
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1927(iou_0.00).bmp,1861,1288,138,60554,60370,0.303861
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1928(iou_0.00).bmp,1862,659,75,58255,58082,0.296970
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1929(iou_0.00).bmp,1863,1812,135,81063,81269,22756059584135168.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1930(iou_0.00).bmp,1864,1846,151,96833,96756,0.079518
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1931(iou_0.00).bmp,1865,971,178,100749,100244,0.501246
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1932(iou_0.00).bmp,1866,2098,138,100017,98930,1.086815
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1933(iou_0.00).bmp,1867,1760,125,113793,113339,0.398970
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1934(iou_0.00).bmp,1868,1256,137,99538,97796,1.750085
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1935(iou_0.00).bmp,1869,165,18,23602,23175,1.809169
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1936(iou_0.00).bmp,1870,200,24,15466,15437,0.187508
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1937(iou_0.00).bmp,1871,957,112,53535,53807,34457352237219840.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1938(iou_0.00).bmp,1872,1597,355,68867,68617,0.363019
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1939(iou_0.00).bmp,1873,2580,207,112248,112525,16433918190288896.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1940(iou_0.00).bmp,1874,764,86,72832,72212,0.851274
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1941(iou_0.00).bmp,1875,544,51,29591,29544,0.158832
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1942(iou_0.00).bmp,1876,1393,132,56639,56298,0.602059
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1943(iou_0.00).bmp,1877,742,59,42365,42042,0.762422
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1944(iou_0.00).bmp,1878,828,162,100543,100975,18347118888484864.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1945(iou_0.00).bmp,1879,2055,502,155531,155403,0.082299
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1946(iou_0.00).bmp,1880,1189,96,50493,50141,0.697126
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1947(iou_0.00).bmp,1881,2480,397,109861,109744,0.106498
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1948(iou_0.00).bmp,1882,1321,278,66114,66014,0.151254
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1949(iou_0.00).bmp,1883,2094,176,112721,111683,0.920858
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1950(iou_0.00).bmp,1884,2418,128,96020,95271,0.780046
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1951(iou_0.00).bmp,1885,180,20,20844,20512,1.592785
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1952(iou_0.00).bmp,1886,1447,119,77570,77638,23780770061484032.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1953(iou_0.00).bmp,1887,915,107,95966,94397,1.634954
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1954(iou_0.00).bmp,1888,1041,152,101971,100232,1.705387
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1955(iou_0.00).bmp,1889,2384,565,88164,87952,0.240461
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1956(iou_0.00).bmp,1890,1191,113,51969,51406,1.083338
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1957(iou_0.00).bmp,1891,1995,259,106674,106231,0.415284
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1958(iou_0.00).bmp,1892,471,99,16134,16097,0.229329
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1959(iou_0.00).bmp,1893,519,59,34444,34116,0.952270
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1960(iou_0.00).bmp,1894,874,75,66270,66999,27835738879950848.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1961(iou_0.00).bmp,1895,1608,162,101053,99760,1.279527
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1962(iou_0.00).bmp,1896,2326,496,117564,116858,0.600524
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1963(iou_0.00).bmp,1897,304,34,14199,14288,129915794267045888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1964(iou_0.00).bmp,1898,726,129,32202,32220,57284465612816384.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1965(iou_0.00).bmp,1899,1953,187,102136,101341,0.778374
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1966(iou_0.00).bmp,1900,1393,280,93177,92904,0.292991
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1967(iou_0.00).bmp,1901,2128,179,102072,102221,18072286078697472.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1968(iou_0.00).bmp,1902,1574,353,49900,49677,0.446894
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1970(iou_0.00).bmp,1903,2150,159,97720,96933,0.805362
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1971(iou_0.00).bmp,1904,2562,595,123501,123101,0.323884
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1972(iou_0.00).bmp,1905,914,89,62776,62198,0.920734
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1973(iou_0.00).bmp,1906,175,22,13311,13097,1.607693
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1974(iou_0.00).bmp,1907,36,8,3563,3510,1.487511
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1975(iou_0.00).bmp,1908,710,81,70112,69090,1.457668
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1976(iou_0.00).bmp,1909,1070,78,63795,63798,28915659014406144.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1977(iou_0.00).bmp,1910,1006,68,53198,53089,0.204895
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1978(iou_0.00).bmp,1911,108,15,17062,16805,1.506271
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1979(iou_0.00).bmp,1912,407,60,30377,30005,1.224611
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1980(iou_0.00).bmp,1913,701,95,84703,84272,0.508837
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1981(iou_0.00).bmp,1914,574,60,29006,29042,63596306601345024.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1982(iou_0.00).bmp,1915,766,97,59184,59011,0.292309
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1983(iou_0.00).bmp,1916,180,24,33948,33689,0.762932
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1984(iou_0.00).bmp,1917,2346,168,97750,97882,18871349711732736.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1985(iou_0.00).bmp,1918,1707,340,68339,68049,0.424355
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1986(iou_0.00).bmp,1919,846,90,54173,53912,0.481790
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1987(iou_0.00).bmp,1920,386,85,33585,33367,0.649099
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1988(iou_0.00).bmp,1921,55,15,280,225,19.642857
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1990(iou_0.00).bmp,1922,29,8,280,273,2.500000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1991(iou_0.00).bmp,1923,730,149,45868,45730,0.300863
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1992(iou_0.00).bmp,1924,1276,126,61360,61204,0.254237
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1993(iou_0.00).bmp,1925,683,71,58724,58561,0.277570
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1994(iou_0.00).bmp,1926,1801,138,80685,80744,22862669262356480.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1995(iou_0.00).bmp,1927,1801,148,96759,96918,19064629682503680.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1996(iou_0.00).bmp,1928,894,155,100496,99732,0.760229
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1997(iou_0.00).bmp,1929,2085,145,101518,100325,1.175161
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1998(iou_0.00).bmp,1930,1865,149,114782,114051,0.636859
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_1999(iou_0.00).bmp,1931,1208,119,101863,100233,1.600188
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2000(iou_0.00).bmp,1932,185,22,23523,23289,0.994771
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2001(iou_0.00).bmp,1933,190,25,15209,15075,0.881057
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2002(iou_0.00).bmp,1934,1030,116,55017,55093,33529171149848576.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2003(iou_0.00).bmp,1935,1402,322,58818,58733,0.144514
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2004(iou_0.00).bmp,1936,2356,190,112575,112724,16386181776277504.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2005(iou_0.00).bmp,1937,765,93,72145,72329,25568983990140928.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2006(iou_0.00).bmp,1938,573,55,30199,30061,0.456969
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2007(iou_0.00).bmp,1939,1467,155,56162,55879,0.503899
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2008(iou_0.00).bmp,1940,732,62,43327,43170,0.362361
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2009(iou_0.00).bmp,1941,835,167,101702,102056,18138035585548288.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2010(iou_0.00).bmp,1942,2467,623,125089,125104,14746895838609408.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2011(iou_0.00).bmp,1943,1140,85,49344,48785,1.132863
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2012(iou_0.00).bmp,1944,2020,274,96187,95493,0.721511
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2013(iou_0.00).bmp,1945,1103,245,56558,56415,0.252838
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2014(iou_0.00).bmp,1946,2182,203,113193,112356,0.739445
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2015(iou_0.00).bmp,1947,2432,125,97918,97180,0.753692
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2016(iou_0.00).bmp,1948,213,26,20432,20073,1.757048
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2018(iou_0.00).bmp,1949,878,103,95418,93901,1.589847
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2019(iou_0.00).bmp,1950,1030,155,101114,99785,1.314358
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2020(iou_0.00).bmp,1951,2118,524,124804,124369,0.348547
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2021(iou_0.00).bmp,1952,1169,102,52328,51911,0.796897
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2022(iou_0.00).bmp,1953,1827,252,80514,79970,0.675659
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2023(iou_0.00).bmp,1954,267,31,6888,6803,1.234030
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2024(iou_0.00).bmp,1955,195,52,3052,2988,2.096986
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2025(iou_0.00).bmp,1956,873,80,65080,65975,28344720421814272.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2026(iou_0.00).bmp,1957,1620,169,99390,97933,1.465942
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2027(iou_0.00).bmp,1958,2369,493,91377,90539,0.917080
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2028(iou_0.00).bmp,1959,321,32,14904,14723,1.214439
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2029(iou_0.00).bmp,1960,711,119,29189,28895,1.007229
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2030(iou_0.00).bmp,1961,1895,170,102072,101563,0.498668
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2031(iou_0.00).bmp,1962,1112,180,90830,90719,0.122206
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2032(iou_0.00).bmp,1963,2170,193,100908,101099,18280755201310720.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2033(iou_0.00).bmp,1964,1385,264,76564,76138,0.556397
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2035(iou_0.00).bmp,1965,2175,138,97417,96615,0.823265
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2036(iou_0.00).bmp,1966,2135,486,146253,145560,0.473836
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2037(iou_0.00).bmp,1967,269,62,4540,4505,0.770925
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2038(iou_0.00).bmp,1968,181,14,13325,13046,2.093809
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2039(iou_0.00).bmp,1969,37,6,3315,3280,1.055807
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2040(iou_0.00).bmp,1970,696,86,68868,68343,0.762328
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2041(iou_0.00).bmp,1971,1051,80,62224,62294,29645706817961984.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2042(iou_0.00).bmp,1972,1027,64,51527,50909,1.199371
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2043(iou_0.00).bmp,1973,98,13,16852,16552,1.780204
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2044(iou_0.00).bmp,1974,421,64,31159,30679,1.540486
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2045(iou_0.00).bmp,1975,42,14,107,76,28.971962
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2046(iou_0.00).bmp,1976,578,64,29332,29435,62889488128409600.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2047(iou_0.00).bmp,1977,795,103,59659,59005,1.096230
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2048(iou_0.00).bmp,1978,165,22,35412,35310,0.288038
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2049(iou_0.00).bmp,1979,2323,184,96778,96807,19060886618505216.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2050(iou_0.00).bmp,1980,1428,314,53722,53531,0.355534
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2051(iou_0.00).bmp,1981,838,89,54994,54793,0.365494
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2052(iou_0.00).bmp,1982,365,83,35318,35091,0.642732
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2053(iou_0.00).bmp,1983,367,89,10499,10475,0.228593
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2054(iou_0.00).bmp,1984,66,19,1492,1499,1236376911056207872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2055(iou_0.00).bmp,1985,129,35,3042,3044,606401828317298688.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2056(iou_0.00).bmp,1986,583,121,41701,41525,0.422052
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2057(iou_0.00).bmp,1987,1202,118,60367,60043,0.536717
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2058(iou_0.00).bmp,1988,724,75,59019,59278,31255602294423552.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2059(iou_0.00).bmp,1989,1795,121,80480,80610,22920904723922944.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2060(iou_0.00).bmp,1990,1836,154,97247,96780,0.480220
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2061(iou_0.00).bmp,1991,862,145,98847,98135,0.720305
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2062(iou_0.00).bmp,1992,2071,133,100179,99482,0.695755
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2063(iou_0.00).bmp,1993,1802,127,114020,114639,16178515812548608.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2064(iou_0.00).bmp,1994,1326,149,99202,97204,2.014072
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2065(iou_0.00).bmp,1995,184,23,23594,23407,0.792574
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2066(iou_0.00).bmp,1996,213,30,15947,15885,0.388788
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2067(iou_0.00).bmp,1997,1061,134,52889,53064,34878224672489472.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2068(iou_0.00).bmp,1998,215,31,2754,2646,3.921569
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2069(iou_0.00).bmp,1999,654,157,11180,11134,0.411449
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2070(iou_0.00).bmp,2000,814,91,73029,73052,25259477909372928.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2071(iou_0.00).bmp,2001,597,59,30657,30548,0.355547
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2072(iou_0.00).bmp,2002,1416,110,56351,56162,0.335398
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2073(iou_0.00).bmp,2003,759,54,43657,43210,1.023891
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2074(iou_0.00).bmp,2004,855,153,99104,99516,18613520677470208.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2075(iou_0.00).bmp,2005,2190,564,135647,135386,0.192411
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2076(iou_0.00).bmp,2006,1211,84,50412,49964,0.888677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2077(iou_0.00).bmp,2007,2231,338,101162,100840,0.318301
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2078(iou_0.00).bmp,2008,122,37,1132,1111,1.855124
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2079(iou_0.00).bmp,2009,1053,277,12876,12624,1.957130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2080(iou_0.00).bmp,2010,2393,118,97584,96729,0.876168
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2081(iou_0.00).bmp,2011,217,27,20344,19975,1.813803
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2082(iou_0.00).bmp,2012,1428,105,76377,76508,24152224603045888.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2083(iou_0.00).bmp,2013,902,102,96097,95173,0.961528
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2084(iou_0.00).bmp,2014,1061,166,100472,99297,1.169480
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2085(iou_0.00).bmp,2015,2886,710,96537,96011,0.544869
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2086(iou_0.00).bmp,2016,1237,98,52417,51847,1.087433
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2087(iou_0.00).bmp,2017,1799,190,106259,105719,0.508192
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2088(iou_0.00).bmp,2018,215,50,24838,24519,1.284322
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2089(iou_0.00).bmp,2019,536,72,34042,33528,1.509899
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2090(iou_0.00).bmp,2020,856,73,66138,67298,27891294281924608.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2091(iou_0.00).bmp,2021,1678,168,99992,97884,2.108169
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2092(iou_0.00).bmp,2022,1789,361,102420,101656,0.745948
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2093(iou_0.00).bmp,2023,316,36,14358,14212,1.016855
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2094(iou_0.00).bmp,2024,620,93,31839,31626,0.668991
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2095(iou_0.00).bmp,2025,1905,185,102396,101764,0.617212
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2096(iou_0.00).bmp,2026,1126,226,83266,83151,0.138112
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2097(iou_0.00).bmp,2027,2150,195,99753,100078,18492419779592192.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2098(iou_0.00).bmp,2028,1659,348,51931,51517,0.797212
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2100(iou_0.00).bmp,2029,2141,155,96827,96168,0.680595
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2101(iou_0.00).bmp,2030,2531,598,103714,103375,0.326860
