file,index,before_pt,after_pt,before_area,after_area
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2178(iou_0.00).bmp,2106,99,38,33966,33899,0.197256
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2179(iou_0.00).bmp,2107,863,192,98100,97425,0.688073
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2180(iou_0.00).bmp,2108,1003,458,65907,65407,0.758645
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2181(iou_0.00).bmp,2109,414,113,48140,47528,1.271292
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2182(iou_0.00).bmp,2110,201,80,25213,24995,0.864633
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2186(iou_0.00).bmp,2111,299,115,52431,52239,0.366196
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2187(iou_0.00).bmp,2112,503,131,59716,59271,0.745194
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2188(iou_0.00).bmp,2113,355,98,58407,58066,0.583834
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2189(iou_0.00).bmp,2114,677,133,80320,80273,0.058516
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2190(iou_0.00).bmp,2115,892,177,96401,95447,0.989616
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2191(iou_0.00).bmp,2116,571,193,98134,97744,0.397416
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2192(iou_0.00).bmp,2117,948,209,100721,100399,0.319695
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2193(iou_0.00).bmp,2118,732,177,114221,114289,16150045548085248.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2194(iou_0.00).bmp,2119,650,182,99300,99267,0.033233
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2195(iou_0.00).bmp,2120,96,32,23946,23857,0.371670
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2196(iou_0.00).bmp,2121,102,29,15293,15116,1.157392
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2197(iou_0.00).bmp,2122,437,126,52622,52205,0.792444
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2198(iou_0.00).bmp,2123,592,288,38112,37841,0.711062
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2199(iou_0.00).bmp,2124,902,212,109929,109184,0.677710
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2200(iou_0.00).bmp,2125,446,116,73668,73168,0.678721
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2201(iou_0.00).bmp,2126,240,51,30844,30667,0.573856
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2202(iou_0.00).bmp,2127,607,150,58769,58542,0.386258
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2203(iou_0.00).bmp,2128,324,66,43495,43283,0.487412
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2204(iou_0.00).bmp,2129,502,182,100731,100102,0.624435
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2205(iou_0.00).bmp,2130,1296,613,151490,150921,0.375602
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2206(iou_0.00).bmp,2131,427,108,51156,50961,0.381187
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2207(iou_0.00).bmp,2132,881,339,90023,89542,0.534308
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2208(iou_0.00).bmp,2133,577,262,49710,49643,0.134782
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2209(iou_0.00).bmp,2134,1100,241,115031,114280,0.652867
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2210(iou_0.00).bmp,2135,842,163,98851,98687,0.165906
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2211(iou_0.00).bmp,2136,126,32,21435,21424,0.051318
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2212(iou_0.00).bmp,2137,619,137,75685,75348,0.445267
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2213(iou_0.00).bmp,2138,528,144,96473,96196,0.287127
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2214(iou_0.00).bmp,2139,617,177,101132,100790,0.338172
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2215(iou_0.00).bmp,2140,990,501,118109,117638,0.398784
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2216(iou_0.00).bmp,2141,534,118,52694,52417,0.525677
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2217(iou_0.00).bmp,2142,799,244,104644,104407,0.226482
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2218(iou_0.00).bmp,2143,175,90,9014,8863,1.675172
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2219(iou_0.00).bmp,2144,327,90,33535,33506,0.086477
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2220(iou_0.00).bmp,2145,493,108,66652,66258,0.591130
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2221(iou_0.00).bmp,2146,866,192,100127,99435,0.691122
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2222(iou_0.00).bmp,2147,1780,797,118581,118164,0.351658
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2223(iou_0.00).bmp,2148,165,38,14944,14822,0.816381
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2224(iou_0.00).bmp,2149,341,125,30657,30517,0.456666
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2225(iou_0.00).bmp,2150,927,185,103517,102973,0.525518
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2226(iou_0.00).bmp,2151,641,263,72633,72389,0.335935
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2227(iou_0.00).bmp,2152,965,180,101651,101285,0.360055
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2228(iou_0.00).bmp,2153,740,285,62084,61373,1.145223
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2229(iou_0.00).bmp,2154,19,11,278,289,6635519688279326720.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2230(iou_0.00).bmp,2155,735,162,96128,95749,0.394266
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2231(iou_0.00).bmp,2156,1142,529,137341,136800,0.393910
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2232(iou_0.00).bmp,2157,409,98,61883,61809,0.119580
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2233(iou_0.00).bmp,2158,90,27,13730,13641,0.648216
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2234(iou_0.00).bmp,2159,23,7,3133,3145,588788545393524736.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2235(iou_0.00).bmp,2160,377,99,69709,69629,0.114763
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2236(iou_0.00).bmp,2161,517,120,63704,63623,0.127151
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2237(iou_0.00).bmp,2162,419,89,53240,52912,0.616078
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2238(iou_0.00).bmp,2163,55,15,16824,16726,0.582501
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2239(iou_0.00).bmp,2164,229,67,31514,31182,1.053500
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2240(iou_0.00).bmp,2165,352,110,84943,84392,0.648670
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2241(iou_0.00).bmp,2166,262,69,29752,29522,0.773057
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2242(iou_0.00).bmp,2167,324,81,60880,60426,0.745729
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2243(iou_0.00).bmp,2168,110,34,33851,33514,0.995539
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2244(iou_0.00).bmp,2169,879,185,98337,97864,0.480999
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2245(iou_0.00).bmp,2170,814,373,68102,67486,0.904526
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2246(iou_0.00).bmp,2171,406,108,46402,46055,0.747813
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2247(iou_0.00).bmp,2172,282,126,33657,33483,0.516980
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2248(iou_0.00).bmp,2173,139,65,8226,8142,1.021152
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2249(iou_0.00).bmp,2174,11,9,293,293,0.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2250(iou_0.00).bmp,2175,65,25,3548,3462,2.423901
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2251(iou_0.00).bmp,2176,229,89,43493,43441,0.119559
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2252(iou_0.00).bmp,2177,527,131,61030,60528,0.822546
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2253(iou_0.00).bmp,2178,352,100,59744,59246,0.833557
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2254(iou_0.00).bmp,2179,726,164,82150,81850,0.365186
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2255(iou_0.00).bmp,2180,864,183,97037,96667,0.381298
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2256(iou_0.00).bmp,2181,572,185,100318,100107,0.210331
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2257(iou_0.00).bmp,2182,913,173,99518,99053,0.467252
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2258(iou_0.00).bmp,2183,718,172,113251,112669,0.513903
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2259(iou_0.00).bmp,2184,700,178,99409,99056,0.355099
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2260(iou_0.00).bmp,2185,107,29,23700,23560,0.590717
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2261(iou_0.00).bmp,2186,99,26,15382,15048,2.171369
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2262(iou_0.00).bmp,2187,360,85,51858,51711,0.283466
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2263(iou_0.00).bmp,2188,834,365,53392,52877,0.964564
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2264(iou_0.00).bmp,2189,1011,272,107289,106837,0.421292
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2265(iou_0.00).bmp,2190,408,107,74460,74170,0.389471
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2266(iou_0.00).bmp,2191,258,55,31052,30846,0.663403
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2267(iou_0.00).bmp,2192,544,124,56727,56380,0.611702
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2268(iou_0.00).bmp,2193,324,75,43525,43360,0.379092
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2269(iou_0.00).bmp,2194,504,176,99898,99132,0.766782
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2270(iou_0.00).bmp,2195,963,461,161012,160370,0.398728
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2271(iou_0.00).bmp,2196,442,97,50497,50477,0.039606
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2272(iou_0.00).bmp,2197,1044,414,98125,97765,0.366879
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2273(iou_0.00).bmp,2198,666,254,76607,76086,0.680094
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2274(iou_0.00).bmp,2199,1090,252,113652,113174,0.420582
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2275(iou_0.00).bmp,2200,848,174,98866,98689,0.179030
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2276(iou_0.00).bmp,2201,123,35,20696,20516,0.869733
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2277(iou_0.00).bmp,2202,643,134,76490,75799,0.903386
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2278(iou_0.00).bmp,2203,522,150,94147,93832,0.334583
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2279(iou_0.00).bmp,2204,639,185,102155,101331,0.806617
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2280(iou_0.00).bmp,2205,1255,615,118350,117615,0.621039
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2281(iou_0.00).bmp,2206,514,106,54437,53907,0.973603
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2282(iou_0.00).bmp,2207,870,261,106082,105882,0.188533
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2283(iou_0.00).bmp,2208,213,100,17222,16990,1.347114
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2284(iou_0.00).bmp,2209,336,92,34265,34040,0.656647
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2285(iou_0.00).bmp,2210,487,111,64916,64334,0.896543
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2286(iou_0.00).bmp,2211,862,188,99833,99058,0.776296
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2287(iou_0.00).bmp,2212,799,330,104279,103332,0.908141
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2288(iou_0.00).bmp,2213,173,40,15173,15159,0.092269
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2289(iou_0.00).bmp,2214,380,146,32354,32132,0.686159
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2290(iou_0.00).bmp,2215,925,204,101556,101125,0.424396
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2291(iou_0.00).bmp,2216,800,356,92433,92307,0.136315
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2292(iou_0.00).bmp,2217,932,199,101291,100587,0.695027
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2293(iou_0.00).bmp,2218,832,415,51747,51110,1.230989
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2294(iou_0.00).bmp,2219,30,12,1748,1654,5.377574
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2298(iou_0.00).bmp,2220,408,99,63109,62889,0.348603
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2299(iou_0.00).bmp,2221,104,27,13649,13615,0.249103
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2300(iou_0.00).bmp,2222,24,9,3848,3775,1.897089
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2301(iou_0.00).bmp,2223,410,102,69689,69566,0.176498
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2302(iou_0.00).bmp,2224,533,120,63907,63534,0.583661
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2303(iou_0.00).bmp,2225,411,90,53061,52585,0.897081
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2304(iou_0.00).bmp,2226,51,16,17386,17329,0.327850
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2305(iou_0.00).bmp,2227,223,72,28595,28363,0.811331
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2306(iou_0.00).bmp,2228,420,139,84010,83835,0.208309
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2307(iou_0.00).bmp,2229,252,75,27210,27099,0.407938
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2308(iou_0.00).bmp,2230,356,114,61466,61049,0.678424
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2309(iou_0.00).bmp,2231,100,38,31339,31259,0.255273
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2310(iou_0.00).bmp,2232,893,190,97987,97527,0.469450
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2311(iou_0.00).bmp,2233,916,448,51615,51235,0.736220
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2312(iou_0.00).bmp,2234,368,89,54765,54426,0.619008
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2313(iou_0.00).bmp,2235,130,46,33005,32722,0.857446
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2314(iou_0.00).bmp,2236,126,64,2247,2149,4.361371
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2315(iou_0.00).bmp,2237,78,37,4033,3927,2.628316
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2317(iou_0.00).bmp,2238,393,174,44337,44382,41605756218245120.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2318(iou_0.00).bmp,2239,543,131,59380,58871,0.857191
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2319(iou_0.00).bmp,2240,365,107,59666,59391,0.460899
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2320(iou_0.00).bmp,2241,691,157,80793,80394,0.493855
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2321(iou_0.00).bmp,2242,920,217,98112,97596,0.525930
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2322(iou_0.00).bmp,2243,602,197,100257,99908,0.348105
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2323(iou_0.00).bmp,2244,954,202,99652,99184,0.469634
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2324(iou_0.00).bmp,2245,758,187,114435,113653,0.683357
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2325(iou_0.00).bmp,2246,686,188,99547,99012,0.537435
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2326(iou_0.00).bmp,2247,105,31,23623,23582,0.173560
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2327(iou_0.00).bmp,2248,74,30,14786,14765,0.142026
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2328(iou_0.00).bmp,2249,512,163,57517,57231,0.497244
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2329(iou_0.00).bmp,2250,753,342,55503,55327,0.317100
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2330(iou_0.00).bmp,2251,961,235,111079,110498,0.523051
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2331(iou_0.00).bmp,2252,411,119,72938,72333,0.829472
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2332(iou_0.00).bmp,2253,254,55,29538,29474,0.216670
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2333(iou_0.00).bmp,2254,545,143,56259,56069,0.337724
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2334(iou_0.00).bmp,2255,308,70,42529,42621,43374505355116544.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2335(iou_0.00).bmp,2256,497,172,101340,100542,0.787448
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2336(iou_0.00).bmp,2257,1089,496,145144,144551,0.408560
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2337(iou_0.00).bmp,2258,459,93,51270,50829,0.860152
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2338(iou_0.00).bmp,2259,1039,410,103150,102640,0.494426
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2339(iou_0.00).bmp,2260,506,206,55454,55133,0.578858
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2340(iou_0.00).bmp,2261,1059,226,115210,114931,0.242166
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2341(iou_0.00).bmp,2262,855,169,95537,95027,0.533825
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2342(iou_0.00).bmp,2263,118,33,20301,20320,90866183540047872.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2343(iou_0.00).bmp,2264,134,80,1753,1627,7.187678
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2344(iou_0.00).bmp,2265,528,152,93708,93034,0.719256
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2345(iou_0.00).bmp,2266,568,184,100931,100618,0.310113
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2346(iou_0.00).bmp,2267,1039,475,131316,130929,0.294709
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2347(iou_0.00).bmp,2268,513,106,49829,49551,0.557908
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2348(iou_0.00).bmp,2269,838,243,105357,105111,0.233492
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2349(iou_0.00).bmp,2270,6,2,32,19,40.625000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2350(iou_0.00).bmp,2271,71,41,1169,1128,3.507271
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2351(iou_0.00).bmp,2272,474,112,63709,63298,0.645121
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2352(iou_0.00).bmp,2273,870,201,99438,98716,0.726081
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2353(iou_0.00).bmp,2274,1392,617,107431,107079,0.327652
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2354(iou_0.00).bmp,2275,156,37,14229,14160,0.484925
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2355(iou_0.00).bmp,2276,297,104,28129,27939,0.675460
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2356(iou_0.00).bmp,2277,911,190,102550,101607,0.919551
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2357(iou_0.00).bmp,2278,655,311,73420,73028,0.533914
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2358(iou_0.00).bmp,2279,925,208,100114,99207,0.905967
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2359(iou_0.00).bmp,2280,598,263,53165,52404,1.431393
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2364(iou_0.00).bmp,2281,138,74,4531,4472,1.302141
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2365(iou_0.00).bmp,2282,97,27,12811,12691,0.936695
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2366(iou_0.00).bmp,2283,24,8,3687,3664,0.623813
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2367(iou_0.00).bmp,2284,398,113,67472,67209,0.389791
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2368(iou_0.00).bmp,2285,519,116,63225,62984,0.381178
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2369(iou_0.00).bmp,2286,404,83,52767,52502,0.502208
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2370(iou_0.00).bmp,2287,57,16,16878,16844,0.201446
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2371(iou_0.00).bmp,2288,224,64,30013,29685,1.092860
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2372(iou_0.00).bmp,2289,77,37,1424,1433,1295417386932895744.000000
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2373(iou_0.00).bmp,2290,267,75,28601,28465,0.475508
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2374(iou_0.00).bmp,2291,320,86,58574,58088,0.829720
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2375(iou_0.00).bmp,2292,122,47,35802,35506,0.826769
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2376(iou_0.00).bmp,2293,864,223,97079,96459,0.638655
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2377(iou_0.00).bmp,2294,657,313,38073,37858,0.564705
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2378(iou_0.00).bmp,2295,395,95,53623,53083,1.007031
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2379(iou_0.00).bmp,2296,277,135,17302,17186,0.670443
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2380(iou_0.00).bmp,2297,112,50,3605,3515,2.496533
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2381(iou_0.00).bmp,2298,221,107,8639,8546,1.076514
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2382(iou_0.00).bmp,2299,33,16,1930,1918,0.621762
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2383(iou_0.00).bmp,2300,284,131,47751,47613,0.288999
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2384(iou_0.00).bmp,2301,545,134,60239,59937,0.501336
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2385(iou_0.00).bmp,2302,378,91,60526,59995,0.877309
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2386(iou_0.00).bmp,2303,678,151,79869,79435,0.543390
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2387(iou_0.00).bmp,2304,910,205,96791,96607,0.190100
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2388(iou_0.00).bmp,2305,551,172,97481,96992,0.501636
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2389(iou_0.00).bmp,2306,934,185,97833,97684,0.152300
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2390(iou_0.00).bmp,2307,790,199,114522,113787,0.641798
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2391(iou_0.00).bmp,2308,667,197,100234,99582,0.650478
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2392(iou_0.00).bmp,2309,118,33,24724,24567,0.635011
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2393(iou_0.00).bmp,2310,117,41,14120,14036,0.594901
D:\2020\DS\Project\2020-12-07-contour_image\FP_cut\1_2394(iou_0.00).bmp,2311,433,114,53958,53454,0.934060
